date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
1004,1,2,6863382,3113,113606,186,73171646,18909,2097,264,16513127,32424243,25018458,71214,15471,2,97,346436523,614,23,23,15,23545,46,565,5
823,2,2,5321129,9074,14650,573,45870216,63967,2306,182,8781053,5211562,26412487,85108,3677,1,76,684370542,302,42,21,7,3411,7,235,18
530,1,0,8859060,7850,177190,336,23239245,31007,2684,133,24363749,16751814,36389818,47989,11011,1,15,138071413,318,47,21,11,38314,16,374,12
23,0,9,5672605,6416,28930,675,91284319,12985,1052,295,38628686,33229594,30598845,94631,15105,0,22,222098643,471,32,10,7,59004,21,458,7
756,1,6,2592670,1504,216779,567,99677877,22525,2862,75,60325326,1128298,42643478,81107,7334,2,76,1068268857,255,28,10,3,60386,34,580,19
116,1,5,4810833,8924,260102,622,89264248,37403,1901,123,2106916,13940820,37144249,43162,11984,1,52,748945054,14,40,16,15,58623,9,619,3
45,1,1,6703459,9940,362544,729,91904544,37193,2357,146,94558508,61138290,47900064,19718,5164,1,29,456172891,36,27,13,7,15817,0,593,17
847,1,5,6417665,3924,273945,239,13726266,3830,2113,303,53711475,44174898,35353150,81402,9033,2,47,1030148706,364,31,15,9,30404,48,166,5
308,1,4,442061,8615,51360,532,90308552,56144,586,186,21998932,51953878,40997691,2198,14889,0,91,1349106108,132,46,6,7,43353,44,370,5
35,3,1,3761675,9783,350052,140,35252584,533,200,252,51600875,33524736,61783887,9407,284,2,75,207596587,32,37,24,6,47061,15,296,10
354,2,1,7415745,4485,147631,264,14849268,20946,2189,325,55022675,12971990,26018251,74608,6543,0,45,767775553,860,22,6,4,24086,24,378,13
262,1,7,8082655,8100,294478,138,50453378,23504,1512,478,85068704,40915320,39127228,82674,5570,2,98,1179931469,281,29,8,8,48792,24,552,14
351,2,9,8877580,8684,236545,458,87968173,55715,2124,382,6429954,69929371,38162782,5217,18819,1,79,81737603,508,38,18,4,41771,43,235,1
380,1,2,9512602,191,13288,69,43056802,28255,1417,202,49174887,16313543,2949700,96796,7523,1,0,271879790,187,34,8,12,40107,29,451,6
1010,2,4,3081328,8690,153470,384,99072493,56441,922,374,77373867,8733878,135787,75947,11023,1,11,20815005,56,39,7,3,46748,41,719,13
466,0,1,5371112,4917,207302,629,1840968,36855,840,474,16914774,57565399,681467,33138,12712,2,55,1366551797,747,42,8,18,42632,45,611,17
480,3,7,8551646,5831,274335,197,20991301,41721,2206,249,71997786,79467247,26961240,34500,1029,1,34,144074233,133,34,6,19,12514,28,607,13
378,2,3,7281505,9448,280195,204,32744533,41850,818,205,89503522,72101457,28277780,5259,19350,1,81,360785958,35,49,10,8,61334,14,694,6
481,0,0,5124795,4322,61715,725,48493002,34723,2153,39,61065112,35754637,4237698,95120,7755,1,89,819849330,591,47,10,7,17599,24,379,10
80,2,5,5411263,6999,10737,567,11566462,35739,1138,446,26500350,73575421,52259759,79652,553,2,24,855673101,23,21,14,4,52369,42,631,13
185,1,4,3963735,9008,65140,798,96885786,5539,2312,123,28186453,66256898,12883721,49953,16651,1,76,166068591,441,27,13,18,13175,29,141,3
431,1,9,9763180,7282,156323,981,58188154,73029,409,31,81704071,33896465,52881890,22783,14203,1,53,829762038,295,29,14,12,46606,44,139,11
452,3,2,6493509,9665,182047,804,82069955,64509,584,268,42198263,67293934,56045178,41949,1240,2,39,684341948,326,25,17,13,62802,44,332,9
406,2,1,8989138,9278,267291,686,69761086,21311,2070,422,56783333,3385191,22775472,21155,4159,2,78,398711571,13,29,9,18,1670,18,237,7
703,1,1,9466441,1874,50508,858,9756715,69180,1670,203,2626961,12537339,56082947,32389,18873,0,56,1182214064,964,32,7,18,68597,22,462,12
809,3,7,8824031,9062,314368,881,32278458,85981,583,391,92881307,31582793,2992473,56159,10780,1,63,192607728,521,21,22,17,3047,33,228,13
538,1,0,1192929,4763,281787,973,75759633,35934,2712,418,98588618,2412712,16991583,33183,8661,0,6,681074135,576,23,17,16,1784,5,782,19
389,1,5,8711998,8464,301111,639,29885472,9511,814,227,42624907,11782919,67459612,31048,3287,2,58,382390089,669,22,6,17,60171,23,695,9
490,1,5,6555035,9221,492066,430,32800457,183,1260,295,27273663,70153887,15613004,32121,18403,2,30,159587014,799,21,24,17,49900,7,787,11
381,2,7,4068316,1051,103535,889,7736491,9475,579,266,37104385,2245456,15419734,27541,10215,2,49,604068275,611,34,18,9,8300,42,665,3
43,1,3,8067987,9765,302877,324,89262733,84766,1157,469,21858427,57206440,14879538,36105,9781,1,22,1148421461,764,30,8,19,65681,47,765,11
252,2,2,1656671,7538,477219,441,336983,63130,1448,362,11840771,20639741,25175075,21642,15951,1,61,123820922,454,48,24,15,47363,7,357,1
122,0,4,5681635,7411,296952,803,82919140,59577,868,462,16235436,41468109,54840743,37825,5313,1,14,1231741803,377,23,12,9,8662,33,448,3
931,2,1,6145265,6320,198360,287,44021422,26008,2308,110,71297900,68839268,49742011,99924,15047,1,12,220475722,824,47,24,10,60378,31,267,4
371,1,3,8527171,2105,58959,225,19245209,76868,1177,155,14146670,12780040,49774094,58879,10252,0,18,806258537,866,22,7,14,34182,38,545,13
214,1,0,783066,307,395065,63,1116059,47941,2200,35,65576225,900441,43231565,28920,4317,2,81,353966934,146,38,8,9,20191,34,651,11
106,2,8,9943231,7737,330322,966,97539073,42756,595,249,14922527,67594543,16048029,55134,9611,1,3,858788789,547,27,18,17,57927,10,449,16
484,3,7,4899856,3359,198208,937,86542045,70258,1118,436,49208342,3151986,53889690,40761,838,2,72,1333197307,686,44,5,5,51952,14,307,9
217,2,4,6240779,3176,191812,559,89225968,80730,15,163,62686128,70794334,31788493,51944,8461,2,5,1103641877,92,21,5,18,43990,8,455,10
826,0,2,4055957,1251,112255,713,93368612,92167,2285,64,96757959,77632230,11079724,31027,13922,2,59,381214759,930,48,20,8,62997,46,144,4
692,1,2,6617488,5366,86322,497,72030715,27912,1868,34,64886001,32950699,6093294,96016,4827,1,77,1051643830,524,21,8,5,60428,26,604,15
219,1,8,597897,1517,306709,848,88350801,82702,2438,223,97346798,28628665,13995978,72922,12903,0,23,242384300,649,27,23,17,16648,48,416,1
436,2,8,3941237,6226,413399,925,3473108,50659,1369,82,99957038,31543745,21325818,21480,19887,1,19,170685103,186,33,13,7,61629,22,728,9
354,2,7,9161408,5305,1132,916,72035097,46840,2389,173,70554788,63397489,69564471,37624,14400,1,28,1075074589,271,42,22,17,26808,27,746,4
1,1,2,2042999,9570,169331,59,58855863,81512,1938,409,25994268,9773007,25009717,69191,2075,0,69,876453708,129,48,13,8,30792,39,187,15
51,0,8,3659985,5869,227684,396,62803165,38623,7,192,28584612,11623964,19478868,90404,17696,0,25,6323075,271,32,15,18,68090,39,797,13
590,2,8,1902897,8039,325812,256,10176568,63303,750,304,92087589,46054090,3938165,49028,16279,1,50,857851050,497,42,11,6,53431,11,778,14
867,2,4,8019213,4891,259427,576,64071293,46062,1458,251,37401052,71316803,57874158,96665,14190,2,13,647206234,835,41,18,4,23182,14,538,3
905,1,6,3576511,4992,431779,238,72877940,56690,1852,359,92764542,45102177,36484992,53445,18668,2,46,426075570,538,37,11,18,45706,4,677,13
158,1,9,1163950,1961,485443,800,39050611,77582,184,78,40286763,73418861,24097525,81999,15084,0,62,183650535,252,40,9,5,38213,40,112,14
788,0,2,549148,2863,108835,37,68266792,98980,2135,460,95510276,66118310,60835212,95616,12533,2,7,1133305993,54,21,6,19,9045,39,779,1
1006,0,6,2773707,6603,142003,24,87128775,23634,1614,321,50214579,48401895,65028574,45192,14723,1,81,904621355,625,33,6,17,62254,4,419,7
131,1,9,5068002,4567,258228,409,56975237,4090,1556,135,15428903,36921286,16655028,69844,15264,1,93,620312731,425,43,11,4,57709,12,736,2
16,2,2,2773939,6513,73169,460,16289007,45266,861,61,92841610,49412694,48434142,18246,16246,1,19,956413588,984,34,19,10,54662,22,369,13
913,1,2,1935740,4005,260529,570,31442685,30008,1792,74,67862861,68050924,15788953,33386,14601,1,75,79825843,781,46,9,4,39581,27,651,5
912,1,2,3434955,9114,443855,987,79804665,87643,72,391,49640695,15179722,51378976,50111,19192,1,31,712783498,810,45,10,8,16237,26,392,6
633,0,6,4936710,183,253608,416,29342377,58704,181,294,92349680,25531413,25847249,77006,8995,1,67,315945268,22,45,23,8,61988,49,353,2
519,3,9,5155872,7755,234385,356,46400407,62866,2215,190,73673833,30629353,20299834,48260,14563,1,30,688429859,780,23,17,13,25354,38,762,10
881,0,9,3177326,3358,189973,382,80004243,8382,954,166,10695586,38667075,57984862,40882,11934,2,86,874003602,202,27,23,19,2388,5,589,1
732,1,5,1554510,6615,100417,808,32421104,47774,1033,427,95769260,32950717,16667101,59557,12675,2,34,320985678,589,20,23,5,68742,14,688,17
785,1,0,3763122,9590,1044,157,90530589,74570,601,437,72978992,25864469,47436902,60918,6521,2,84,525033004,452,49,6,8,60419,17,480,1
1010,2,2,4421590,6797,177763,568,95467521,74062,1343,290,63975546,58719882,22612500,12188,6355,0,76,986411067,575,27,24,12,43964,15,742,2
812,2,9,2534937,8728,231807,432,74873276,89609,149,262,43152418,9350996,61958064,10669,4771,1,19,721364806,142,31,6,5,1856,39,617,13
205,1,4,812461,7678,24363,47,37882693,46698,886,408,2493033,4163960,48738895,11443,2696,1,15,973855373,462,28,23,15,16712,18,150,18
754,1,1,4427036,5698,308838,327,67108171,1110,1560,374,31366107,28817639,586566,19629,12458,1,77,701368616,46,21,15,9,32191,24,636,17
685,1,7,1718224,1273,394798,432,98568193,81981,1395,200,89297735,64372456,66695125,26954,13463,2,39,1221831605,50,27,15,19,44337,26,113,2
339,2,5,2710626,6653,473126,430,71881737,386,2997,41,31916447,1184169,34504390,7235,5796,0,94,315308762,661,22,19,13,49862,13,680,6
260,1,9,9312652,1096,460060,55,91532527,58513,1161,384,61344380,69269282,57783617,75450,808,2,94,165474040,952,31,22,9,55390,16,332,10
762,1,5,7906166,9497,283445,576,28379249,84120,1151,84,44506438,70236600,58338317,50313,10343,1,69,1150262271,779,49,17,15,39340,38,518,1
82,3,0,7310108,9107,336473,267,68194974,99987,1486,8,49171750,6474056,46374343,42849,3293,0,50,275707300,474,40,13,17,46276,43,624,11
541,2,5,9775260,8002,1620,68,76640082,47801,542,421,76828079,47692620,54362332,51192,9497,1,19,859986927,65,41,7,16,56975,1,545,9
670,0,2,6440010,4247,324368,727,40953561,96085,2621,289,46813530,43434437,14222187,94083,3459,0,88,451951934,54,33,20,7,50669,30,570,12
441,3,4,8674163,9220,449871,901,10773941,71857,1721,445,22943780,45026691,22228358,11593,18803,1,8,1195302632,166,44,7,10,66882,31,724,18
967,2,6,444191,5314,95419,600,56048222,89976,546,242,78427835,16677180,4385445,40928,4224,0,37,728814941,976,47,19,10,61350,36,361,6
774,1,4,1502337,3354,168606,448,48787062,31566,2378,463,10815999,8044665,59311276,27885,7571,1,31,818915089,404,48,15,9,12685,34,483,13
520,1,1,3486669,270,382194,792,56239160,32521,94,176,21689168,73813538,39307947,54801,14171,1,95,1082974018,844,22,12,8,66371,43,222,9
275,2,1,9309205,1186,496712,256,60280540,23798,2957,362,13017033,21282104,48677199,9291,15323,1,11,799165540,708,46,17,15,15088,3,427,9
413,1,0,3722946,6305,432606,671,66059129,13565,2589,150,81465219,49191398,22454496,44978,19908,0,89,695019357,609,26,20,3,69397,19,205,13
963,1,6,7064400,2398,202701,489,17752903,23027,1748,0,64090646,73109130,56384358,56470,6751,1,45,648437365,948,31,23,7,49391,39,543,19
470,1,3,9874813,6995,318000,745,41256781,97631,306,189,51960580,7530620,18429986,64107,9717,1,4,1356342292,238,30,10,5,44299,42,326,17
63,1,0,224695,7299,180324,642,5841445,5631,629,368,72632001,17642572,32534373,69668,15411,2,72,1259350960,460,40,23,5,23378,13,701,13
285,2,1,3441628,4182,317953,48,61798421,89865,825,75,29665133,26792653,33910971,97219,6237,1,10,846016787,866,37,24,7,10184,29,340,9
602,0,6,9490452,9903,22259,658,58725950,56878,697,252,7156375,55069931,22831092,844,9791,0,23,118807075,556,23,21,15,9705,9,300,9
264,0,1,7552975,2230,20655,315,79657546,45206,1472,106,39609361,65555201,36563586,54929,9236,1,79,1050117795,253,43,22,19,60793,42,443,15
922,3,0,8123236,6511,426221,412,69789454,58582,2841,37,60653594,74029959,39571317,31869,10345,2,15,76531860,216,33,18,11,30838,36,222,5
119,1,4,7761850,128,424845,433,28904310,58334,1341,308,48630295,37745045,1946562,97052,14159,0,32,1367880980,755,20,5,8,39629,11,242,12
819,1,8,9799314,9461,416826,1,38295580,72323,1979,475,46359580,38199572,14569965,34411,5319,1,36,187965767,22,32,16,17,65296,31,648,10
352,1,6,3340216,3672,450400,840,99140518,53619,2078,155,56911498,37993372,10061662,59677,18251,1,58,715966462,915,35,19,4,18619,25,448,13
677,3,4,3833284,9793,21602,951,76172739,26875,2601,290,31360634,75048036,42936840,34031,1375,0,78,540868351,28,22,23,4,53711,12,244,4
697,1,8,1847865,4765,348089,144,78368311,24514,92,476,45216383,846677,33179204,35702,8130,0,23,1118111548,634,24,16,8,33462,44,122,14
923,1,6,7586725,3970,142182,955,18815991,22580,1215,325,78745455,5088889,5395995,22523,6992,1,20,1095087216,608,49,20,10,15680,7,426,12
230,1,4,9308092,7545,399289,365,93503823,85827,2346,336,92073076,9676505,970638,98519,13850,1,22,1006725304,582,46,19,16,59855,23,619,4
115,1,0,4897954,5552,362990,419,52319021,4288,2430,89,43228291,71462474,46489968,4776,19700,2,38,790777446,479,23,10,18,47916,29,345,9
191,0,1,4017136,627,342962,572,14595753,6734,2785,246,98655520,79925484,6393306,61001,13235,1,53,66228133,853,37,8,12,7549,41,273,13
456,0,7,344855,6589,403411,784,21596276,83000,2125,183,59254477,42351954,30397161,18724,17982,1,1,441857353,662,31,20,11,38381,7,377,18
564,2,1,5750283,2044,1537,560,89722850,39008,711,235,27832311,43694585,27655994,56858,4949,1,78,456613448,784,36,9,6,59771,30,771,3
391,1,9,1074961,2341,410354,843,29251312,49349,1489,400,8917033,53756068,30179824,14100,6572,2,92,1228627140,124,34,9,10,5618,0,396,1
744,1,0,4625678,5884,437544,443,59745702,7814,88,230,75246751,73309005,36329013,42467,13730,1,84,413358794,59,21,17,18,29722,41,281,4
909,0,2,2377935,8185,256210,915,49777929,43154,1935,31,89743099,8644252,8897475,51242,12589,1,3,723725161,38,29,20,9,56559,11,498,19
495,1,6,1134106,249,177274,433,69723320,7851,1651,452,64521906,34143954,3778857,60722,17022,1,52,654780047,155,23,16,6,60226,36,667,15
65,2,1,8296877,2925,171236,642,7215554,1600,1988,272,73837692,61884324,66131308,99420,4166,2,81,1301501759,670,34,22,8,54500,30,115,12
250,1,0,2474968,5043,388689,554,62393732,56614,2791,462,35441923,24988375,15925824,79468,10114,1,34,367116499,499,47,9,11,22093,2,490,3
213,1,9,6166160,974,89743,56,71376524,72402,2073,286,69204180,74115447,961896,21718,645,0,89,801344242,754,49,10,13,35978,9,685,8
220,0,2,5672540,9517,447875,561,56416658,3692,949,34,19695554,33174959,54132729,46014,5884,0,88,1329795865,199,48,17,10,52148,13,250,14
978,2,2,5644807,7192,86155,963,73661245,58027,562,276,56528344,6494290,1310645,19640,12461,2,14,202445373,373,49,21,15,11528,44,745,18
425,2,0,5972558,9175,442908,976,16617818,20373,2554,287,8936259,55128494,39005942,60312,16473,2,49,334963854,889,20,15,12,42054,24,504,8
928,2,5,2442266,9080,382342,177,94618542,98636,551,107,29115069,29994608,23540084,19560,14703,1,2,431088870,936,41,5,14,50705,45,461,19
611,1,9,4437677,2672,418061,292,12616087,62805,464,235,31958446,40033932,26763732,6380,15136,1,28,1159390375,922,28,18,17,59649,2,774,3
953,2,8,9607366,7279,89846,45,99895539,80383,592,229,54605903,74736570,13060515,47756,11470,0,81,1182032239,820,45,21,17,8705,0,190,8
74,1,6,5241218,7531,234507,169,57060478,14507,1499,311,88865722,8971899,42772281,94365,15421,0,97,1344195095,691,44,10,6,23747,47,618,17
248,0,4,5150635,9518,292706,270,59554486,62931,349,129,91618181,29752775,69894675,29579,550,1,91,1117126491,914,32,6,13,38374,36,672,13
751,1,0,5481140,8662,290180,416,16586982,75499,2820,290,90496094,76271093,44248027,95736,5224,1,4,486784920,717,34,15,15,49372,39,441,16
370,1,6,7214615,1987,191824,847,73034080,71642,2903,120,65653159,34781112,10524263,85265,13550,1,92,136254090,954,27,5,5,51372,45,104,18
507,2,4,8010643,90,336377,138,77265524,72869,2925,223,18003916,21864790,33187198,28537,5581,1,82,367635744,34,28,13,17,18474,49,467,10
719,1,5,4981262,8721,83049,246,4705863,97449,108,61,79724467,46078100,24375664,89661,9435,2,86,555001187,922,49,5,6,1957,4,207,5
452,0,3,4525208,4059,239647,147,57684884,96819,2847,18,79632899,16079057,6130761,5655,3479,1,91,690223237,560,46,9,16,48873,7,493,14
653,0,1,5290717,2773,330825,229,78568793,39423,2994,160,98783396,26930287,61277452,59451,9137,0,48,1073243050,120,25,12,5,63729,9,617,11
52,0,3,518349,9878,289962,791,21218984,95351,2834,137,14210473,8645261,50224456,67984,6091,0,21,145644285,222,28,7,15,56028,40,471,15
242,1,9,2881990,8383,423760,636,15532310,86120,2005,203,83758052,16540623,33390362,79721,2633,2,2,944431127,853,23,7,5,43950,17,541,10
937,2,4,797968,7409,324676,703,72386337,90918,2118,480,82054955,29141527,12328327,17211,6790,2,2,604867109,511,49,21,9,68452,29,172,16
22,1,8,7892861,4440,471852,373,63875028,66600,344,261,24673248,11947056,25808867,22280,3501,1,64,131069609,982,47,5,5,30885,42,167,18
603,1,2,8467691,7347,319849,79,56832364,41848,2615,276,46250999,73285619,48940226,33971,889,0,33,247667333,126,36,18,7,37228,34,695,15
532,1,0,6211411,1008,20104,605,116064,6820,171,470,88888361,64538399,2839587,6798,8765,2,49,567299145,418,40,21,19,1847,3,134,15
33,1,4,2655971,3783,386480,737,44094557,8512,939,460,76569316,31674698,11613076,17228,14197,0,13,256155413,338,42,7,4,66270,22,299,12
25,1,0,5609125,6646,127904,64,47951852,36725,2981,442,26701523,79151114,44304588,35739,4160,0,97,1041628228,520,26,8,9,41250,3,756,9
29,3,0,2874299,4298,331747,87,91096483,51534,1265,48,44648863,49626299,64720691,99572,10156,2,12,983501403,637,48,17,14,27965,23,421,19
371,1,1,7339838,4668,102499,87,30630215,85151,375,317,21748790,55142979,19539594,48720,4051,2,44,1282024904,665,35,11,4,4074,10,572,13
663,1,6,7330292,4287,321169,712,43484890,39776,2911,404,60006735,54797401,41063533,94845,18614,1,44,159627322,11,22,14,4,26006,0,255,16
10,1,3,1804673,2052,227336,725,79065596,60945,2961,417,51586948,44507757,57404911,70280,16227,0,0,19611435,98,31,21,5,1248,40,289,10
66,3,3,2938199,6009,294461,203,16695935,83420,529,288,54776688,35980164,28961485,40503,6197,1,66,1001365885,44,38,7,13,23379,48,456,11
448,0,0,7594378,1716,424632,912,14888035,47455,2588,8,61830573,29626019,4153568,14548,13532,1,53,271923482,865,30,17,18,66650,48,546,13
834,0,6,8998604,310,173084,381,36613753,83488,1168,486,37868491,56799200,53484929,69066,2283,2,49,1145670871,320,40,23,17,11644,14,772,14
461,3,5,4909776,4538,367729,600,35756284,52433,1130,236,8223404,22305485,37388351,37853,4984,1,81,1021794538,373,46,6,19,38633,41,502,9
125,2,8,9167121,1260,461261,475,82149149,9711,772,196,18116372,27763014,57739003,74531,16995,2,24,590141101,455,43,6,12,13876,33,167,7
433,0,6,3303389,3932,152472,572,32903537,59262,125,197,11001165,77709562,67886003,24703,13414,0,86,431030991,850,39,16,19,55053,40,356,5
121,0,4,8025407,584,310414,782,62983807,86009,788,212,61278948,72550849,62959370,25527,6837,0,86,1106473089,24,35,24,8,39805,42,270,9
119,2,5,4354385,7616,203141,605,56780374,83785,156,121,21724565,19013927,3514245,96966,13732,1,82,1217711876,127,27,9,10,14954,49,278,5
719,0,4,8777198,8551,119415,818,58366555,9597,2774,163,32903197,61784361,10948427,65555,7275,1,34,911402605,688,33,11,9,60770,7,453,8
582,3,9,3151882,2866,443049,538,33016483,60067,1980,492,95929860,57505095,11927644,60982,8715,1,16,871382740,964,28,6,3,55097,38,321,17
18,3,6,3210016,5898,194716,213,19882016,87520,2653,184,18784830,72048941,67840694,50933,3577,1,47,1363998843,646,48,12,17,66639,36,302,19
353,1,2,6737320,2011,80206,73,7736167,48022,2160,263,94208220,46707199,34370859,61178,14739,0,25,26082257,268,47,5,3,1043,14,777,11
933,0,2,2389383,6251,331612,60,84473981,81924,376,424,6378298,76741969,23822037,60475,11590,2,5,952458393,524,24,12,15,32541,19,508,3
731,0,8,6996746,4939,190545,697,13729195,18782,2829,263,75278301,41149000,30299746,45730,18645,1,27,300662035,975,44,16,9,69989,8,283,9
336,1,4,164053,4006,439025,542,92649609,51782,2703,162,25766481,4959784,4099864,23241,1023,0,46,69434600,532,41,24,3,56971,45,293,12
707,1,7,5973544,1625,431544,218,59724895,72144,1040,261,50943469,43251843,12309320,72832,15437,1,11,380663267,379,49,21,7,58358,43,667,8
939,1,2,5282379,890,430000,11,97469997,98651,307,57,63996657,10212237,3786105,81869,11318,0,94,616365232,389,33,21,8,43858,30,720,4
397,1,4,9825144,6078,23723,813,46185347,55013,2131,65,34829564,7460749,53986886,41516,11023,1,65,580535149,967,41,9,19,50190,25,575,5
216,0,1,2542637,7036,322790,414,7913798,72036,2196,347,19275072,63938612,46198097,18628,15430,1,13,909216437,721,35,6,14,56567,11,402,10
623,0,2,8033951,8923,197327,31,50740298,35342,2691,458,74751014,44924115,44739583,19367,7235,0,81,815319328,690,22,17,12,7367,39,635,5
412,1,0,8107317,3961,74,159,3730046,85745,154,362,69592060,6474524,58167787,11755,10619,1,92,1334866646,239,21,15,5,48788,0,756,5
760,2,7,4158549,2504,255245,236,44749613,20977,406,37,27305424,14341623,22137915,53751,8068,1,26,1227511526,563,23,15,9,57263,23,216,17
59,1,2,9734816,8806,288642,738,30804919,57396,1799,201,14425858,528878,52656940,87286,1284,1,14,401839427,363,28,7,3,3819,43,703,15
321,3,0,4530889,3806,196594,180,43138537,50021,1853,1,27367238,7319391,33736188,13025,18044,1,32,965421032,247,27,14,15,21496,30,694,2
924,2,6,8411039,6100,96881,828,84657528,69057,91,255,42352026,51543272,49731975,4887,14466,1,83,1080408386,896,41,8,5,23356,31,356,7
863,1,1,9631739,1719,413757,557,79150420,66836,1191,96,21699051,50125131,2697145,60675,5353,0,17,1337196169,389,41,13,13,59966,3,304,11
93,2,0,9035616,6686,45929,340,16748076,27075,1762,434,729525,3927651,65898246,79194,903,1,77,596517801,289,49,6,14,54844,14,495,2
363,0,7,8962049,1587,123199,457,67043107,89515,2230,52,2147086,59821071,54969671,49348,9369,1,71,688419487,932,29,22,9,46293,33,290,13
807,1,0,8284960,7000,231525,79,24904926,30802,934,0,99942390,26051228,20215828,70762,8521,2,65,1336592986,205,48,5,13,56525,2,201,8
915,1,8,2049949,9803,288172,646,72383897,77761,1432,225,22379444,15035484,40285280,69524,10081,2,43,332419952,748,38,23,15,32286,16,767,8
33,1,8,8388512,896,29545,771,92410099,77017,2428,77,44848111,4596997,63646208,54884,16365,0,36,590351634,656,34,22,6,61366,17,443,6
378,3,1,1268300,5558,79569,986,37707342,86753,2867,368,74199621,58248740,25273983,21663,15971,0,8,413855141,921,40,20,13,17160,24,430,7
17,1,9,1947763,8469,31673,819,86564758,55822,673,459,3915995,11600032,15477085,84389,10059,1,35,1211344192,833,41,24,15,49615,18,188,17
886,2,0,7654502,4647,424190,758,45405783,51603,748,20,3351555,75147614,50475553,18014,10707,2,60,1224549913,708,25,6,9,17680,22,452,15
629,1,2,3882149,9828,452115,472,57511208,80291,2827,197,17488874,10426684,1259551,14239,412,1,89,458817005,321,42,17,5,3750,27,619,18
888,2,5,4873062,2432,416313,670,29657879,90450,1184,498,66437008,6504465,24791036,36046,6639,1,83,1037837730,500,41,21,7,20606,6,273,14
813,0,6,7045209,3904,364655,714,53055,35592,2164,366,5325089,6132062,28197122,18422,3833,2,3,756684342,945,49,7,18,35010,9,358,11
240,2,4,8439469,6837,355288,111,38902821,56006,1831,476,97599867,2288143,23502659,21816,18799,2,13,169487489,32,47,16,9,59197,41,225,5
409,1,6,7678073,1449,326968,979,74052986,26269,842,82,18395013,15184743,21846048,27055,18970,1,84,193414357,796,40,12,4,36111,22,348,13
346,1,8,4845710,4500,23525,291,81149858,50138,1957,110,7940899,47682994,41704322,54173,12802,0,93,1172063462,259,41,13,4,13361,17,702,18
753,1,4,4000737,5454,57804,949,1137263,62398,1963,77,87694054,32357284,19259779,6470,6557,0,5,653902699,193,48,23,6,69500,21,265,2
93,2,1,9109609,9424,146115,821,83165726,90091,1782,151,45025190,7451715,69725981,88997,10467,1,70,507413313,239,49,15,5,19635,8,120,9
547,2,5,7258746,4117,41846,630,79041107,19874,265,362,64399439,66601275,12838725,45534,12032,0,36,1204456714,69,44,6,11,68985,11,475,3
622,2,8,1443717,8869,77261,382,2498838,57228,2989,82,35741761,63752355,58306096,70297,15126,2,36,920044335,992,43,23,8,65607,25,505,16
943,1,9,4409352,2028,233312,16,60691177,62670,1200,262,12930895,2890653,42248647,21603,2882,0,64,967839524,871,23,8,17,38428,17,330,12
497,1,7,5111142,6845,443443,492,97621220,7925,1906,134,98449344,72982847,7380111,60522,11935,0,81,1076097049,525,44,22,17,7345,23,549,17
520,2,8,9594271,3758,184100,330,93904325,3107,2651,414,78272570,34410927,50980741,56153,2519,0,27,1293262555,717,27,24,11,48983,7,126,2
438,0,2,8421928,5904,430599,925,5130584,86388,1268,3,83657481,16704121,55709554,99691,12805,1,70,979176217,561,36,22,18,59354,7,338,18
242,1,8,8715633,4624,291627,738,22540942,95719,2318,111,77072902,51799721,13477467,21996,4400,1,63,1170910224,813,32,18,10,31725,19,201,2
419,0,5,6906571,8848,7265,872,86186900,27617,2919,302,77146825,25467401,62641671,39978,8846,1,51,293558351,846,30,19,13,17493,18,260,6
773,1,5,8752967,165,284907,485,77098920,74258,1069,48,60620619,46177219,33612839,98878,16564,2,60,52525360,240,29,18,5,56394,44,367,3
78,1,5,1308507,4591,206724,405,77316237,50075,1221,233,3046352,660492,9730226,75449,3019,1,1,32514363,465,45,14,3,38610,1,445,3
60,3,8,4066621,589,15733,116,1839346,22631,2716,218,23665900,35825895,42179518,41978,764,0,0,83751843,638,43,10,5,14636,49,165,4
116,1,5,9331795,4524,374340,554,40958065,62444,458,426,10612491,25751003,63716419,40564,10558,2,55,139861083,978,35,10,7,66518,47,170,10
465,0,8,9986298,2821,91038,879,96606551,97158,76,312,38895694,10854870,33392039,29999,16175,2,52,1333640219,685,39,19,15,66418,27,571,15
667,0,5,100734,6509,299564,114,31494562,7883,2729,319,27473650,77187631,26784107,31748,14214,0,7,1175647348,898,49,17,5,26326,35,382,18
706,2,2,8546310,7693,140319,794,7567169,19708,2451,475,38182687,1337916,64407417,61402,6799,0,49,247968627,847,31,16,5,5416,46,223,11
9,1,5,2851274,9454,417056,548,95799007,46221,2922,491,70459039,2309753,62202629,32331,19774,2,75,1108466867,586,36,18,18,44524,12,264,3
422,1,5,1225811,71,458365,813,6912542,17197,167,326,96176242,840281,61334465,44380,14509,1,54,1060216824,894,36,20,14,22888,15,604,2
524,0,1,9535695,3580,21058,624,56230779,21134,447,261,70276721,11573849,54679921,57743,9974,1,51,1338754120,383,48,19,11,5578,5,136,10
712,1,4,3081091,7962,246301,546,16624683,33550,289,303,84965501,79933719,11711060,53842,17448,2,71,289495114,385,30,7,4,62534,28,456,15
