REF_DATE,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1954,0,42,1075,958000,2202000,891000,40480
1954,2,44,885,8600,24000,9700,376
1954,3,83,915,3300,9000,3600,274
1954,4,43,1475,5900,9900,4000,254
1954,5,6,10780,69000,15900,6400,456
1954,6,104,565,101600,444000,180000,10600
1954,8,39,1295,20100,38300,15500,787
1954,9,0,0,0,0,0,0
1954,10,40,910,555000,1510000,611000,22320
1954,11,77,1215,14700,30000,12100,1134
1954,12,37,1090,40800,92400,37500,1495
1954,13,37,1125,36000,1310066,0,1316
1954,14,37,875,4800,13700,5500,179
1954,16,13,22600,215000,23510,9500,2835
1954,17,88,800,6800,21000,8500,596
1954,18,11,4740,1043000,540000,220000,11500
1954,19,48,910,789000,2139000,865000,37990
1954,0,48,1555,8850,13900,5700,429
1954,8,45,1985,70700,88000,35600,3198
1954,10,52,1350,162300,297100,120250,8482
1954,18,16,4420,1678000,937000,380000,26910
1954,19,65,1615,5000,7700,3100,323
1954,0,48,1500,5550,9100,3700,268
1954,2,55,1390,3550,6300,2550,195
1954,5,0,0,0,0,0,0
1954,8,47,1700,4850,7000,2850,226
1954,10,51,1220,75000,152000,61500,3843
1954,18,16,4140,691000,412000,167000,11240
1954,19,65,1540,2000,3200,1300,130
1954,0,52,1665,1500,2200,900,78
1954,5,0,0,0,0,0,0
1954,8,51,1970,9150,11500,4650,470
1954,10,60,1485,30750,51100,20700,1853
1954,12,0,0,0,0,0,0
1954,18,17,4820,626000,321000,130000,10695
1954,19,67,1750,700,1000,400,47
1954,0,49,1765,96400,135000,54600,4694
1954,1,183,960,27100,70000,28300,4970
1954,2,45,980,21650,54600,22100,964
1954,4,57,3440,626000,450000,182000,35757
1954,5,4,20460,2107000,255000,103000,9826
1954,6,104,625,4800,19000,7700,498
1954,8,39,2125,1007100,1172000,474300,39473
1954,10,50,1465,944100,1590000,643500,47136
1954,11,96,990,5000,12500,5050,478
1954,12,39,1295,47100,90000,36400,1835
1954,15,88,1310,130000,245000,99100,11467
1954,16,11,24500,232800,23504,9500,2587
1954,18,14,4390,5985000,3366000,1362000,85761
1954,19,48,2250,673800,740500,299300,32434
1954,21,48,1365,16800,30500,12300,811
1954,22,48,2290,657000,1310066,0,31623
1954,0,40,1185,3636000,7568000,3063000,146960
1954,3,74,815,13100,40000,16100,968
1954,5,6,10590,72000,17000,6800,492
1954,6,100,585,271800,1148000,465000,27198
1954,8,37,1240,88700,176900,71600,3309
1954,10,39,1110,3022000,6715000,2718000,117580
1954,11,85,1205,19800,40700,16400,1677
1954,12,36,985,274200,687400,278500,9723
1954,16,14,26200,616500,60476,24500,8642
1954,18,13,3820,3977000,2586000,1040000,55173
1954,19,45,830,8301000,24707000,9998000,376230
1954,0,46,1635,1800,2600,1100,83
1954,5,0,0,0,0,0,0
1954,8,44,2020,56700,69500,28100,2502
1954,10,49,1485,56550,94000,38050,2786
1954,18,13,4350,361000,204000,83000,4975
1954,19,63,1645,2300,3500,1400,146
1954,0,53,1135,24400,53100,21500,1288
1954,1,180,910,500,1300,550,90
1954,2,58,1005,19850,49000,19800,1157
1954,4,0,0,0,0,0,0
1954,5,7,17160,549000,79100,32000,4023
1954,6,0,0,0,0,0,0
1954,8,55,1395,130000,230000,93100,7136
1954,10,58,970,535100,1366000,552800,30879
1954,11,164,965,1450,3700,1500,238
1954,12,44,1105,3100,7000,2800,137
1954,16,14,23600,61300,6473,2600,879
1954,18,16,4150,5948000,3544000,1434000,95062
1954,19,62,1395,7800,13800,5600,484
1954,0,39,1235,1154000,2313000,936000,45580
1954,3,71,785,9800,31000,12500,694
1954,5,12,750,3000,1100,400,36
1954,6,98,585,115600,489000,198000,11330
1954,8,37,1005,14500,35600,14400,534
1954,10,39,1150,1326000,2851000,1154000,51600
1954,11,84,1250,750,1500,600,63
1954,12,36,920,167200,451000,182000,5940
1954,13,36,990,124000,1310066,0,4410
1954,14,35,760,43200,141000,57000,1530
1954,17,0,0,0,0,0,0
1954,18,14,4100,984000,603000,240000,14648
1954,19,44,685,4599000,16600000,6718000,204490
1954,0,6663,460305,133678950,317203482,128389050,3311439
1954,0,39,1455,2177000,3702000,1498000,85000
1954,3,83,625,2000,8000,3200,166
1954,5,0,0,0,0,0,0
1954,6,108,760,76200,248000,100000,8250
1954,8,35,1665,97000,144000,58300,3420
1954,9,99,710,22400,78200,31600,2208
1954,10,40,1510,1619000,2649000,1072000,64050
1954,11,110,1565,7350,11600,4700,810
1954,12,34,1210,58000,119100,48000,1956
1954,13,34,1295,44000,1310066,0,1488
1954,14,33,1000,14000,34800,14000,468
1954,16,16,26500,390200,36393,14700,6581
1954,17,0,0,0,0,0,0
1954,18,19,3770,2411000,1573000,640000,46515
1954,19,49,1570,3674000,5789000,2342000,178200
1954,0,37,1290,38600,73800,29900,1417
1954,5,10,32730,36000,2700,1100,380
1954,6,103,570,2300,10000,4050,238
1954,8,34,2115,2750,3200,1300,94
1954,10,44,1675,56300,83000,33600,2483
1954,11,88,1165,2450,5300,2100,216
1954,12,30,1335,800,1600,600,24
1954,18,30,5360,708000,325000,132000,21840
1954,19,48,1275,34100,66000,26700,1643
1954,0,40,1365,5466700,9886800,4000700,219143
1954,1,154,1070,33100,76400,30950,5105
1954,2,55,995,52700,131000,53050,2908
1954,3,78,635,35400,138000,55800,2759
1954,4,42,3900,902800,571300,231500,37699
1954,5,5,21080,3117000,365400,147900,17861
1954,6,109,650,482400,1836000,742950,52669
1954,8,41,1965,1352650,1701200,688400,55726
1954,9,99,710,22500,78500,31700,2217
1954,10,43,1390,6159900,10957800,4434850,265749
1954,11,94,935,27700,73300,29600,2598
1954,12,36,1165,351300,745900,301800,12775
1954,13,37,1235,261100,1310066,0,9545
1954,14,36,1000,90200,224100,90200,3230
1954,15,77,1775,163100,227000,91900,12525
1954,16,14,26900,890000,81908,33100,13170
1954,17,92,915,7400,20000,8100,682
1954,18,16,4170,18313000,10842000,4394000,303837
1954,19,50,1540,14129200,22659500,9168950,709461
1954,0,43,1030,871000,2090000,846000,37600
1954,2,50,590,8400,35000,14200,424
1954,3,87,750,2100,7000,2800,182
1954,4,43,1920,4800,6300,2500,208
1954,5,6,13490,85000,15600,6300,564
1954,6,110,520,111800,531000,215000,12320
1954,8,40,1310,24900,47000,19000,990
1954,9,90,1000,100,300,100,9
1954,10,42,1285,771000,1485000,601000,32000
1954,11,74,670,11150,41000,16600,820
1954,12,37,1240,44800,89000,36200,1644
1954,13,37,1280,41000,1310066,0,1504
1954,14,37,905,3800,10300,4200,140
1954,16,13,22200,186900,20755,8400,2472
1954,17,92,915,7400,20000,8100,682
1954,18,11,4410,1058000,583000,240000,12243
1954,19,52,1360,1143000,2075000,839000,59640
1954,0,49,1210,5200,10700,4300,253
1954,8,48,1745,61500,87000,35200,2933
1954,10,53,1270,140400,272800,110450,7426
1954,18,16,4710,1775000,931000,377000,28575
1954,19,62,1440,4100,7000,2850,253
1954,0,48,1020,2750,6700,2700,133
1954,2,60,1285,3150,6000,2450,189
1954,5,0,0,0,0,0,0
1954,8,44,1310,3400,6400,2600,151
1954,10,50,1145,62450,135000,54650,3118
1954,18,14,4480,748000,412000,167000,10918
1954,19,61,1220,1100,2200,900,67
1954,0,50,1690,1350,2000,800,68
1954,5,0,0,0,0,0,0
1954,8,50,1855,8900,11800,4800,446
1954,10,61,1520,28850,46800,18950,1760
1954,12,0,0,0,0,0,0
1954,18,19,5160,655000,314000,127000,12635
1954,19,55,1625,650,1000,400,36
1954,0,48,1775,89800,125000,50600,4331
1954,1,154,1070,32500,75000,30400,5011
1954,2,49,1110,18400,41000,16600,896
1954,4,42,3920,898000,565000,229000,37491
1954,5,5,20780,2307000,274000,111000,11927
1954,6,110,740,5100,17000,6900,560
1954,8,40,2145,1006300,1160000,469400,39933
1954,10,49,1515,936700,1530000,619200,46162
1954,11,101,1040,3950,9400,3800,400
1954,12,41,1215,34800,71000,28700,1411
1954,15,77,1775,163100,227000,91900,12525
1954,16,12,32000,243200,18725,7600,3118
1954,18,16,4100,5420000,3265000,1321000,87832
1954,19,50,2260,557300,608500,246700,27661
1954,21,50,1335,14300,26500,10700,711
1954,22,50,2300,543000,1310066,0,26950
1954,0,40,1360,5312000,9638000,3900000,212040
1954,3,78,635,35400,138000,55800,2759
1954,5,6,13130,88000,16700,6700,602
1954,6,109,650,475000,1809000,732000,51871
1954,8,36,1565,144600,228000,92300,5223
1954,10,40,1420,4472000,7788000,3152000,178400
1954,11,88,885,19600,54600,22100,1730
1954,12,36,1160,312200,665100,269200,11190
1954,16,15,25000,577100,57148,23100,9053
1954,18,16,3980,4494000,2777000,1130000,74296
1954,19,50,1520,13526000,21964000,8887000,679440
1954,0,47,1375,1100,2000,800,52
1954,5,0,0,0,0,0,0
1954,8,47,1770,49200,68800,27800,2336
1954,10,52,1330,49100,91000,36850,2548
1954,18,13,4480,372000,205000,83000,5022
1954,19,64,1515,2350,3800,1550,150
1954,0,52,1325,21100,39300,15900,1102
1954,1,157,1090,600,1400,550,94
1954,2,61,1150,22750,49000,19800,1399
1954,4,0,0,0,0,0,0
1954,5,7,23570,686000,72000,29100,4952
1954,6,0,0,0,0,0,0
1954,8,55,1525,137500,223000,90200,7543
1954,10,56,1065,554500,1284000,519600,31278
1954,11,148,1065,1700,4000,1600,252
1954,12,43,1060,3500,8200,3300,150
1954,16,14,29000,69700,6035,2400,999
1954,18,15,4130,5916000,3544000,1434000,91294
1954,19,60,1350,7700,14000,5700,464
1954,0,40,1455,2264000,3846000,1556000,89440
1954,3,77,630,31300,123000,49800,2411
1954,5,12,750,3000,1100,400,38
1954,6,109,690,287000,1030000,417000,31301
1954,8,36,1515,22700,37000,15000,813
1954,10,40,1410,2082000,3654000,1479000,82350
1954,11,91,1375,1100,2000,800,100
1954,12,36,1130,209400,457000,185000,7590
1954,13,36,1210,137000,1310066,0,4968
1954,14,36,1005,72400,179000,72000,2622
1954,17,0,0,0,0,0,0
1954,18,15,4100,1025000,621000,250000,15538
1954,19,51,1525,8709000,14100000,5706000,441600
1956,0,35,1805,2634000,3606000,1459000,91960
1956,3,77,1010,10500,25800,10400,813
1956,5,0,0,0,0,0,0
1956,6,98,870,180300,511000,207000,17750
1956,8,32,1955,149700,189000,76500,4840
1956,9,84,1090,60300,137000,55400,5054
1956,10,32,1850,1820000,2430000,983000,57820
1956,11,101,1400,6850,12000,4900,693
1956,12,36,940,31900,83600,34000,1138
1956,13,36,910,20000,1310066,0,710
1956,14,36,990,11900,28900,12000,428
1956,16,20,28900,421300,36150,14600,8587
1956,17,0,0,0,0,0,0
1956,18,17,3180,2065000,1614000,650000,35278
1956,19,44,1780,3810000,5296000,2143000,169400
1956,0,34,1735,46700,66400,26900,1589
1956,5,10,35000,56000,4000,1600,558
1956,6,98,755,4150,13600,5500,408
1956,8,35,2580,4900,4700,1900,173
1956,10,40,1870,69900,92500,37400,2810
1956,11,122,1425,3850,6600,2700,469
1956,12,32,1665,1000,1500,600,32
1956,18,34,4430,593000,332000,134000,20274
1956,19,45,1440,31400,53900,21800,1418
1956,0,36,1725,5856700,8390400,3394800,211336
1956,1,140,1175,31200,65600,26500,4383
1956,2,53,1015,69150,168100,68050,3665
1956,3,77,955,136000,351900,142400,10518
1956,4,47,3430,706500,509100,205900,33377
1956,5,5,19670,3129000,394200,159100,16519
1956,6,101,720,888700,3040800,1230450,89631
1956,8,41,2155,1359800,1560500,631550,56008
1956,9,84,1085,60400,137600,55600,5069
1956,10,38,1700,7210350,10470800,4236750,272184
1956,11,73,1385,49400,87900,35700,3618
1956,12,39,965,214500,547300,222300,8421
1956,13,40,990,148000,1310066,0,5969
1956,14,37,915,66500,178900,72800,2452
1956,15,79,1465,144250,243200,98400,11400
1956,16,19,25500,810100,78786,31800,15470
1956,17,94,595,8000,33000,13400,755
1956,18,17,4040,17831000,10922000,4417000,302698
1956,19,46,1690,15595500,22781100,9219200,714053
1956,0,39,1460,914000,1548000,626000,35280
1956,2,39,540,13450,61800,25000,525
1956,3,79,930,11000,29100,11800,869
1956,4,48,1550,4500,7100,2900,214
1956,5,6,11410,89000,19200,7800,588
1956,6,102,635,203200,789000,319000,20720
1956,8,31,1765,47800,66900,27100,1499
1956,9,150,500,100,600,200,15
1956,10,34,1720,1357000,1950000,789000,45760
1956,11,55,1415,31800,55600,22500,1752
1956,12,39,990,27500,68400,27800,1067
1956,13,39,1000,25000,1310066,0,970
1956,14,39,895,2500,7000,2800,97
1956,15,85,655,850,3200,1300,72
1956,16,18,22600,207700,22808,9200,3855
1956,17,94,595,8000,33000,13400,755
1956,18,11,4420,1150000,634000,260000,12680
1956,19,48,1710,1524000,2199000,890000,72800
1956,0,50,2040,5300,6400,2600,265
1956,8,43,2415,70900,72500,29350,3072
1956,10,53,1835,201150,271300,109750,10620
1956,18,16,4580,1698000,918000,371000,27356
1956,19,62,1875,4500,6000,2400,279
1956,0,49,2125,3400,4000,1600,165
1956,2,57,1510,3550,5800,2350,202
1956,5,0,0,0,0,0,0
1956,8,46,2365,5200,5400,2200,241
1956,10,52,1905,100250,130000,52600,5200
1956,18,14,4270,688000,399000,161000,9854
1956,19,62,1940,1650,2100,850,102
1956,0,55,2000,1200,1500,600,66
1956,5,0,0,0,0,0,0
1956,8,51,2405,9500,9700,3950,489
1956,10,64,1795,31400,43300,17500,1994
1956,12,0,0,0,0,0,0
1956,18,19,4940,627000,314000,127000,12438
1956,19,64,1835,550,800,300,35
1956,0,49,1900,80800,105000,42500,3936
1956,1,140,1180,30500,64100,25900,4271
1956,2,53,1200,25850,53100,21500,1378
1956,4,47,3460,702000,502000,203000,33163
1956,5,4,20570,2407000,290000,117000,11010
1956,6,111,825,5750,17200,6950,638
1956,8,41,2270,904100,984000,398200,37205
1956,10,51,1620,935300,1427000,577500,47305
1956,11,92,1115,3450,7600,3100,318
1956,12,46,1370,47400,85600,34600,2201
1956,15,79,1475,143400,240000,97100,11328
1956,16,16,23000,131300,14158,5700,2205
1956,18,16,4370,5820000,3290000,1331000,97844
1956,19,53,2130,553700,642100,259900,29350
1956,21,57,1405,9700,17100,6900,550
1956,22,53,2150,544000,1310066,0,28800
1956,0,36,1725,5703000,8181000,3310000,204460
1956,3,77,955,136000,351900,142400,10518
1956,5,7,10930,94000,21300,8600,660
1956,6,101,720,878800,3010000,1218000,88585
1956,8,32,1875,231800,305300,123600,7431
1956,10,32,1760,5290000,7422000,3003000,170710
1956,11,64,1420,40600,70500,28600,2607
1956,12,37,880,161500,452000,183800,5965
1956,16,19,26400,629000,58958,23800,12442
1956,18,15,3580,4184000,2895000,1170000,62643
1956,19,46,1680,14996000,22064000,8929000,682400
1956,0,49,1750,700,900,400,34
1956,5,0,0,0,0,0,0
1956,8,42,2420,56200,57400,23200,2342
1956,10,49,1755,69500,98000,39650,3426
1956,18,13,4610,383000,205000,83000,5064
1956,19,62,1840,2300,3100,1250,142
1956,0,52,1635,20900,31600,12800,1086
1956,1,160,1165,700,1500,600,112
1956,2,59,1370,26300,47400,19200,1560
1956,4,0,0,0,0,0,0
1956,5,7,17930,572000,78900,31900,4291
1956,6,0,0,0,0,0,0
1956,8,55,1885,148100,194000,78500,8127
1956,10,57,1400,714000,1258000,509100,40739
1956,11,149,1155,1500,3200,1300,224
1956,12,48,1395,4600,8200,3300,223
1956,16,16,21600,49800,5670,2300,823
1956,18,17,3920,5536000,3487000,1411000,94581
1956,19,61,1625,9900,15100,6100,606
1956,0,36,1760,2155000,3027000,1225000,77220
1956,3,77,955,114500,297000,120200,8836
1956,5,14,625,5000,2100,800,72
1956,6,101,715,495300,1710000,692000,50115
1956,8,32,1715,34300,49400,20000,1092
1956,10,32,1715,2113000,3042000,1231000,67130
1956,11,83,1625,1950,2900,1200,162
1956,12,37,835,102100,300000,122000,3760
1956,13,37,780,50000,1310066,0,1833
1956,14,37,900,52100,143000,58000,1927
1956,17,0,0,0,0,0,0
1956,18,15,3730,969000,647000,260000,14685
1956,19,46,1640,9662000,14569000,5896000,440200
1957,0,34,1390,2090000,3714000,1503000,71040
1957,3,66,830,23500,70000,28300,1556
1957,5,0,0,0,0,0,0
1957,6,100,540,124500,572000,231000,12495
1957,8,28,1480,128600,215000,87000,3654
1957,9,77,865,32200,92000,37200,2485
1957,10,32,1305,1110000,2100000,850000,36000
1957,11,100,1325,4500,8500,3400,448
1957,12,32,1045,48100,114000,46000,1539
1957,13,32,1105,42000,1310066,0,1345
1957,14,32,765,6100,19500,8000,194
1957,16,14,30200,447100,36694,14800,6521
1957,17,0,0,0,0,0,0
1957,18,16,2830,2150000,1887000,760000,36142
1957,19,45,1280,2531000,4881000,1975000,114390
1957,0,34,1690,45100,66000,26700,1554
1957,5,5,28180,31000,2600,1100,170
1957,6,100,610,1500,6000,2450,150
1957,8,37,2325,3950,4200,1700,145
1957,10,34,1960,71200,89700,36300,2446
1957,11,121,1460,3650,6100,2500,442
1957,12,28,1625,1300,2000,800,36
1957,18,24,5620,809000,357000,144000,19624
1957,19,45,1555,32700,52000,21000,1465
1957,0,35,1235,4702550,9403800,3805700,165069
1957,1,125,1180,29800,62500,25300,3735
1957,2,49,1105,48100,107800,43600,2363
1957,3,70,785,196400,617500,249800,13720
1957,4,46,3620,750100,511000,207200,34844
1957,5,5,21890,3271000,369900,149400,17016
1957,6,100,345,487800,3486000,1409750,48617
1957,8,37,2200,1281650,1439600,582650,47157
1957,9,77,865,32300,92150,37300,2491
1957,10,40,1370,4887300,8829000,3573350,194575
1957,11,75,1100,36700,82400,33350,2747
1957,12,35,965,212500,544200,219900,7376
1957,13,35,1035,181000,1310066,0,6347
1957,14,33,700,31500,111100,44900,1029
1957,15,72,1710,177050,256000,103600,12695
1957,16,14,28200,955700,83743,33900,13948
1957,17,100,445,5400,30000,12100,540
1957,18,16,3750,17412000,11484000,4640000,294887
1957,19,47,1225,10687000,21560700,8726250,502795
1957,0,37,1040,718000,1704000,690000,26730
1957,2,34,695,9900,35000,14200,341
1957,3,66,705,7800,27500,11100,516
1957,4,47,1595,5100,8000,3200,240
1957,5,6,11390,82000,17900,7200,540
1957,6,98,255,88900,865000,350000,8680
1957,8,30,1390,40800,72300,29300,1220
1957,9,60,1000,100,150,100,6
1957,10,34,1220,740000,1500000,607000,24960
1957,11,55,1005,22850,56000,22700,1260
1957,12,35,1020,30500,72900,29900,1056
1957,13,35,1035,28000,1310066,0,968
1957,14,35,860,2500,7200,2900,88
1957,15,79,530,850,4000,1600,67
1957,16,13,22800,198600,21419,8700,2743
1957,17,100,445,5400,30000,12100,540
1957,18,11,3990,1157000,722000,290000,12750
1957,19,48,1495,1333000,2200000,891000,64680
1957,0,47,2060,5350,6500,2600,252
1957,8,43,2375,67800,70400,28550,2943
1957,10,50,1795,179500,247300,100050,8916
1957,18,19,3620,1293000,881000,357000,25185
1957,19,60,1820,5000,6800,2750,300
1957,0,47,2060,3400,4100,1650,159
1957,2,51,1780,3200,4500,1800,163
1957,5,0,0,0,0,0,0
1957,8,43,2315,5900,6300,2550,252
1957,10,47,1830,86600,117000,47350,4100
1957,18,17,4030,621000,380000,154000,10944
1957,19,61,1810,1900,2600,1050,116
1957,0,50,1910,1050,1300,550,52
1957,5,0,0,0,0,0,0
1957,8,49,2460,9100,9100,3700,442
1957,10,58,1870,30450,40300,16300,1778
1957,12,0,0,0,0,0,0
1957,18,23,3580,433000,298000,121000,10017
1957,19,60,1875,750,1000,400,45
1957,0,45,2100,80700,95000,38400,3631
1957,1,125,1180,29100,61000,24700,3631
1957,2,49,1170,14150,30000,12100,690
1957,4,46,3650,745000,503000,204000,34604
1957,5,4,22730,2568000,280000,113000,12371
1957,6,100,850,6200,18000,7300,622
1957,8,36,2550,865900,840000,339900,30967
1957,10,45,1885,1229100,1610000,651500,55786
1957,11,81,1325,2650,5000,2000,215
1957,12,40,1460,47300,80000,32400,1883
1957,15,72,1725,176200,252000,102000,12628
1957,16,15,30100,240700,19741,8000,3614
1957,18,15,4420,5987000,3350000,1356000,94050
1957,19,48,2210,542100,605000,245100,25897
1957,21,48,1490,9100,15000,6100,433
1957,22,48,2230,533000,1310066,0,25464
1957,0,35,1220,4550000,9209000,3727000,158570
1957,3,70,785,196400,617500,249800,13720
1957,5,7,10880,87000,19800,8000,605
1957,6,100,345,480100,3462000,1400000,47845
1957,8,29,1395,197500,350000,141700,5784
1957,10,33,1155,2637000,5633000,2280000,86460
1957,11,64,1045,28550,67500,27300,1832
1957,12,33,865,159500,455300,183900,5251
1957,16,14,27500,645700,58113,23500,9264
1957,18,14,2990,4133000,3429000,1380000,61632
1957,19,47,1195,10096000,20881000,8451000,474480
1957,0,46,2250,900,1100,400,41
1957,5,0,0,0,0,0,0
1957,8,43,2370,52800,55000,22300,2249
1957,10,49,1715,62450,90000,36400,3038
1957,18,17,2910,239000,203000,82000,4224
1957,19,59,1810,2350,3200,1300,139
1957,0,50,1945,21400,27300,11000,1062
1957,1,149,1165,700,1500,600,104
1957,2,56,1345,20850,38300,15500,1169
1957,4,0,0,0,0,0,0
1957,5,6,21430,585000,67500,27300,3870
1957,6,0,0,0,0,0,0
1957,8,50,2070,146500,175000,70800,7318
1957,10,53,1525,770500,1249000,505500,40967
1957,11,139,1195,1850,3800,1550,258
1957,12,47,1570,4400,6900,2800,206
1957,16,15,28900,69300,5889,2400,1070
1957,18,18,3700,5190000,3467000,1403000,94396
1957,19,58,1750,11200,15900,6400,653
1957,0,35,1135,1742000,3791000,1534000,60800
1957,3,71,785,165100,520000,210400,11648
1957,5,13,625,5000,1900,800,65
1957,6,100,325,266700,2025000,819000,26670
1957,8,32,1105,28100,62700,25400,910
1957,10,32,955,787000,2033000,823000,25500
1957,11,103,1000,1200,3000,1200,124
1957,12,33,750,80900,268400,108000,2656
1957,13,33,785,58000,1310066,0,1909
1957,14,33,675,22900,84400,34000,747
1957,17,0,0,0,0,0,0
1957,18,15,2500,826000,820000,330000,12740
1957,19,47,1115,6232000,13800000,5585000,295410
1958,0,34,1490,2243000,3720000,1505000,77250
1958,3,55,730,20600,70000,28300,1138
1958,5,0,0,0,0,0,0
1958,6,104,735,165100,556000,225000,17095
1958,8,33,1660,151000,225000,91100,4958
1958,9,77,905,31800,87000,35200,2450
1958,10,36,1310,1218000,2300000,931000,43450
1958,11,109,1700,2550,3600,1500,279
1958,12,33,1060,47800,111500,45000,1558
1958,13,33,1105,42000,1310066,0,1369
1958,14,33,830,5800,18500,7000,189
1958,16,16,35200,545400,38308,15500,9204
1958,17,111,835,1250,3700,1500,139
1958,18,18,2800,2268000,1996000,810000,41875
1958,19,48,1375,2668000,4800000,1942000,128380
1958,0,34,1565,38000,60000,24300,1292
1958,5,8,34440,31000,2300,900,272
1958,6,102,705,1450,5100,2050,148
1958,8,44,2030,3650,4400,1800,160
1958,10,38,1730,61700,88200,35700,2360
1958,11,71,1750,3500,5000,2000,250
1958,12,30,1835,1100,1600,600,33
1958,18,22,4470,666000,367000,149000,15047
1958,19,48,1645,34500,52000,21000,1662
1958,0,35,1380,5178200,9285800,3757550,182294
1958,1,135,1230,33250,66900,27050,4476
1958,2,48,1140,43600,94600,38200,2093
1958,3,55,695,176000,626000,253300,9753
1958,4,48,3785,756400,494000,199800,36031
1958,5,5,22260,3406000,379200,153000,17598
1958,6,103,550,567450,2551100,1033150,58594
1958,8,40,2300,1302850,1397900,565900,52072
1958,9,77,905,31900,87325,35300,2465
1958,10,42,1425,5331450,9234200,3737700,222077
1958,11,80,1065,30450,70600,28550,2439
1958,12,35,945,195400,513700,207200,6788
1958,13,35,1015,164700,1310066,0,5775
1958,14,33,690,30700,111500,44600,1013
1958,15,69,1700,181000,263000,106450,12511
1958,16,16,30300,1201900,97800,39600,19177
1958,17,114,510,10050,48700,19700,1145
1958,18,17,3500,16262000,11471000,4644000,281041
1958,19,49,1210,10834300,22149100,8963050,527076
1958,0,37,1495,958000,1584000,641000,35640
1958,2,41,740,8950,30000,12100,370
1958,3,64,670,5700,21000,8500,365
1958,4,46,1570,4400,7000,2800,203
1958,5,8,10420,100000,23800,9600,825
1958,6,103,535,119400,550000,223000,12314
1958,8,32,1545,69400,111000,44900,2244
1958,9,150,1000,100,325,100,15
1958,10,36,1330,771000,1430000,579000,28000
1958,11,74,945,19800,52000,21000,1456
1958,12,34,1050,30000,71500,28600,1020
1958,13,34,1075,28000,1310066,0,952
1958,14,34,770,2000,6400,2600,68
1958,15,75,665,1900,7000,2850,143
1958,16,18,20000,177900,21955,8900,3232
1958,17,114,485,8800,45000,18200,1006
1958,18,15,2890,924000,790000,320000,14011
1958,19,50,1655,1660000,2480000,1004000,82960
1958,0,50,1965,5600,7000,2850,282
1958,8,43,2415,67100,68500,27800,2882
1958,10,49,1740,174450,248000,100400,8632
1958,18,15,4390,1484000,834000,338000,22625
1958,19,60,1875,6100,8100,3250,369
1958,0,51,1970,3450,4300,1750,176
1958,2,45,1665,3000,4400,1800,134
1958,5,0,0,0,0,0,0
1958,8,47,2185,5350,6000,2450,250
1958,10,51,1675,78050,115000,46550,3947
1958,18,14,4030,572000,350000,142000,8505
1958,19,62,1810,1900,2600,1050,117
1958,0,51,1915,1150,1500,600,59
1958,5,0,0,0,0,0,0
1958,8,49,2245,7750,8500,3450,383
1958,10,58,1790,30450,42000,17000,1777
1958,12,0,0,0,0,0,0
1958,18,16,4910,565000,283000,115000,9345
1958,19,60,1915,1150,1500,600,69
1958,0,45,2420,86200,88000,35600,3881
1958,1,134,1230,32600,65500,26500,4376
1958,2,47,1250,13650,27000,10900,638
1958,4,48,3815,752000,487000,197000,35828
1958,5,4,24150,2777000,285000,115000,13315
1958,6,103,890,7200,20000,8100,741
1958,8,40,2805,862500,760000,307600,34650
1958,10,46,2105,1531500,1799000,728000,70507
1958,11,88,1355,2300,4200,1700,202
1958,12,39,1605,48800,75000,30400,1901
1958,15,69,1730,179100,256000,103600,12368
1958,16,13,32800,419700,31588,12800,5824
1958,18,16,3900,5028000,3185000,1289000,84017
1958,19,49,2735,659900,595000,241100,32022
1958,21,51,1625,9900,15000,6100,501
1958,22,48,2765,650000,1310066,0,31521
1958,0,35,1365,5030000,9104000,3684000,175890
1958,3,55,695,176000,626000,253300,9753
1958,5,8,10000,104000,25900,10400,883
1958,6,103,545,558800,2526000,1023000,57705
1958,8,33,1545,257100,411000,166400,8426
1958,10,36,1220,2868000,5810000,2352000,102230
1958,11,78,990,23450,58600,23700,1825
1958,12,33,815,141700,430600,173600,4678
1958,16,17,29700,723300,60263,24400,12436
1958,18,17,2680,3987000,3680000,1490000,69464
1958,19,49,1165,10125000,21480000,8692000,492500
1958,0,47,2000,1000,1200,500,47
1958,5,0,0,0,0,0,0
1958,8,42,2465,54000,54000,21900,2249
1958,10,44,1790,65950,91000,36850,2908
1958,18,13,4280,347000,201000,81000,4775
1958,19,60,1905,3050,4000,1600,183
1958,0,52,1705,18400,26800,10800,949
1958,1,154,1180,650,1400,550,100
1958,2,53,1345,18000,33200,13400,951
1958,4,0,0,0,0,0,0
1958,5,6,18500,494000,66000,26700,3128
1958,6,0,0,0,0,0,0
1958,8,53,1805,112500,154000,62300,5954
1958,10,55,1335,695800,1289000,521600,38348
1958,11,135,1045,1200,2800,1150,162
1958,12,46,1460,3800,6500,2600,176
1958,16,15,24500,58900,5949,2400,917
1958,18,17,3700,5097000,3405000,1378000,89888
1958,19,59,1545,8800,14000,5700,523
1958,0,34,1190,1829000,3800000,1538000,63000
1958,3,55,690,149700,535000,216500,8250
1958,5,14,500,4000,2100,800,58
1958,6,103,475,274300,1420000,575000,28296
1958,8,33,1205,36700,75000,30400,1224
1958,10,35,1045,879000,2080000,842000,30780
1958,11,82,915,1100,3000,1200,90
1958,12,33,640,63900,247600,100000,2100
